bnf_sec,bnf_sub_sec,imd_cat,prescribe_col,corr,ndata_pts
1,6,children,items,-0.1667388066259317,11300
1,6,children,quantity,-0.17024626002771062,11300
1,6,children,act_cost,-0.18889056802721624,11300
1,6,children,net_ingredient_cost,-0.18979457682311768,11300
1,6,employment,items,-0.10731243033352075,11300
1,6,employment,quantity,-0.12452783860968492,11300
1,6,employment,act_cost,-0.13012178389039422,11300
1,6,employment,net_ingredient_cost,-0.13110344831908133,11300
1,6,environment,items,-0.0373183732500314,11228
1,6,environment,quantity,-0.02323746706382131,11228
1,6,environment,act_cost,-0.04719553193484626,11228
1,6,environment,net_ingredient_cost,-0.047047165995246554,11228
1,6,living,items,0.07700864452585425,11300
1,6,living,quantity,0.07990868173894598,11300
1,6,living,act_cost,0.06497042499269054,11300
1,6,living,net_ingredient_cost,0.06551258242063414,11300
1,3,crime,items,-0.3370306896471119,11303
1,3,crime,quantity,-0.34426616803192234,11303
1,3,crime,act_cost,-0.32193340945871857,11303
1,3,crime,net_ingredient_cost,-0.3223813769291948,11303
1,3,education,items,-0.09711387278028105,11303
1,3,education,quantity,-0.12101322443192346,11303
1,3,education,act_cost,-0.12004322130816959,11303
1,3,education,net_ingredient_cost,-0.12044863087333256,11303
1,3,housing,items,0.10894323747801853,11303
1,3,housing,quantity,0.08600288546382114,11303
1,3,housing,act_cost,0.09341136614180935,11303
1,3,housing,net_ingredient_cost,0.09422658586943299,11303
1,3,income,items,-0.18032024537516725,11303
1,3,income,quantity,-0.2067751648332196,11303
1,3,income,act_cost,-0.1932967209807507,11303
1,3,income,net_ingredient_cost,-0.1940491150511415,11303
1,3,health,items,-0.11823294057288022,11303
1,3,health,quantity,-0.150443786177739,11303
1,3,health,act_cost,-0.14271970390215702,11303
1,3,health,net_ingredient_cost,-0.14369565697834813,11303
1,3,IMD,items,-0.12071042184504223,11303
1,3,IMD,quantity,-0.15215605891299191,11303
1,3,IMD,act_cost,-0.14189853311185358,11303
1,3,IMD,net_ingredient_cost,-0.14251664986151302,11303
1,3,children,items,-0.17666575731165066,11303
1,3,children,quantity,-0.20405390770107518,11303
1,3,children,act_cost,-0.19042794992939047,11303
1,3,children,net_ingredient_cost,-0.19130358625319804,11303
1,3,employment,items,-0.10938732396747297,11303
1,3,employment,quantity,-0.1395149799790575,11303
1,3,employment,act_cost,-0.13371290877892691,11303
1,3,employment,net_ingredient_cost,-0.13466288125301015,11303
1,3,environment,items,-0.03402539473476446,11231
1,3,environment,quantity,-0.044646039639379596,11231
1,3,environment,act_cost,-0.036133882782744285,11231
1,3,environment,net_ingredient_cost,-0.03594578016790887,11231
1,3,living,items,0.08839105802567038,11303
1,3,living,quantity,0.0721646660844512,11303
1,3,living,act_cost,0.07493531431321834,11303
1,3,living,net_ingredient_cost,0.07544622118800687,11303
1,5,crime,items,-0.303228137453477,11284
1,5,crime,quantity,-0.3103340335051337,11284
1,5,crime,act_cost,-0.24621272130691083,11284
1,5,crime,net_ingredient_cost,-0.24599940983265656,11284
1,5,education,items,-0.10819811800299256,11284
1,5,education,quantity,-0.12826440337996556,11284
1,5,education,act_cost,-0.13301147942548858,11284
1,5,education,net_ingredient_cost,-0.13297208204370986,11284
1,5,housing,items,0.10365967326600739,11284
1,5,housing,quantity,0.08275764117641318,11284
1,5,housing,act_cost,0.08755572668029722,11284
1,5,housing,net_ingredient_cost,0.0876250020218495,11284
1,5,income,items,-0.18183587500969325,11284
1,5,income,quantity,-0.20463959620499908,11284
1,5,income,act_cost,-0.17024015634565542,11284
1,5,income,net_ingredient_cost,-0.17009857205750523,11284
1,5,health,items,-0.13510366102822052,11284
1,5,health,quantity,-0.16599074601544256,11284
1,5,health,act_cost,-0.14910146140688882,11284
1,5,health,net_ingredient_cost,-0.14902066994322147,11284
1,5,IMD,items,-0.13234915853603,11284
1,5,IMD,quantity,-0.16189586955072616,11284
1,5,IMD,act_cost,-0.1375861386118027,11284
1,5,IMD,net_ingredient_cost,-0.1374750500024124,11284
1,5,children,items,-0.17862980091847933,11284
1,5,children,quantity,-0.20206503851688168,11284
1,5,children,act_cost,-0.16783612068076526,11284
1,5,children,net_ingredient_cost,-0.16770540913036594,11284
1,5,employment,items,-0.13192542361057427,11284
1,5,employment,quantity,-0.16172594658134007,11284
1,5,employment,act_cost,-0.14571306935935466,11284
1,5,employment,net_ingredient_cost,-0.14564044623091119,11284
1,5,environment,items,-0.0241019785047489,11212
1,5,environment,quantity,-0.038016702631458885,11212
1,5,environment,act_cost,-0.018431464436583993,11212
1,5,environment,net_ingredient_cost,-0.01830321392638055,11212
1,5,living,items,0.08950154188153936,11284
1,5,living,quantity,0.0721244875954224,11284
1,5,living,act_cost,0.08413130893183923,11284
1,5,living,net_ingredient_cost,0.08420918922284767,11284
1,9,crime,items,-0.24817878872897295,11281
1,9,crime,quantity,-0.1358685735577774,11281
1,9,crime,act_cost,-0.20234772340714507,11281
1,9,crime,net_ingredient_cost,-0.20212157079259063,11281
1,9,education,items,-0.10402487651332501,11281
1,9,education,quantity,-0.08615212793609017,11281
1,9,education,act_cost,-0.11378868216803985,11281
1,9,education,net_ingredient_cost,-0.11373277875524421,11281
1,9,housing,items,0.08522624631219759,11281
1,9,housing,quantity,0.05466076972579994,11281
1,9,housing,act_cost,0.05725250950779041,11281
1,9,housing,net_ingredient_cost,0.057311877116743966,11281
1,9,income,items,-0.14315504265216192,11281
1,9,income,quantity,-0.09502687354662548,11281
1,9,income,act_cost,-0.139006624073102,11281
1,9,income,net_ingredient_cost,-0.13888069598391548,11281
1,9,health,items,-0.10925592385411503,11281
1,9,health,quantity,-0.08412942853821576,11281
1,9,health,act_cost,-0.11744407677832963,11281
1,9,health,net_ingredient_cost,-0.11737583952266062,11281
1,9,IMD,items,-0.10673437192505231,11281
1,9,IMD,quantity,-0.07986695449221344,11281
1,9,IMD,act_cost,-0.11407493406287153,11281
1,9,IMD,net_ingredient_cost,-0.11397488696621198,11281
1,9,children,items,-0.14219906615051436,11281
1,9,children,quantity,-0.09458801968176893,11281
1,9,children,act_cost,-0.13789142354058004,11281
1,9,children,net_ingredient_cost,-0.13776855163910173,11281
1,9,employment,items,-0.10784811103312941,11281
1,9,employment,quantity,-0.08732238756243574,11281
1,9,employment,act_cost,-0.11814458775187667,11281
1,9,employment,net_ingredient_cost,-0.11808626953164056,11281
1,9,environment,items,-0.006146009614125487,11210
1,9,environment,quantity,0.007609225213499438,11210
1,9,environment,act_cost,-0.013603266325123757,11210
1,9,environment,net_ingredient_cost,-0.01349833440695312,11210
1,9,living,items,0.09464800048968372,11281
1,9,living,quantity,0.06664159418269357,11281
1,9,living,act_cost,0.06374523355636745,11281
1,9,living,net_ingredient_cost,0.06379357987344002,11281
1,4,crime,items,-0.32795805856684834,11296
1,4,crime,quantity,-0.33150270015683697,11296
1,4,crime,act_cost,-0.297514329439789,11296
1,4,crime,net_ingredient_cost,-0.2977092940681891,11296
1,4,education,items,-0.09282802086157495,11296
1,4,education,quantity,-0.1226195507245838,11296
1,4,education,act_cost,-0.11500657567992635,11296
1,4,education,net_ingredient_cost,-0.11551918384349377,11296
1,4,housing,items,0.11314528118268558,11296
1,4,housing,quantity,0.08221925707277983,11296
1,4,housing,act_cost,0.07329571175307181,11296
1,4,housing,net_ingredient_cost,0.07411799232008716,11296
1,4,income,items,-0.17011431922561565,11296
1,4,income,quantity,-0.19392462755690704,11296
1,4,income,act_cost,-0.1786704380149555,11296
1,4,income,net_ingredient_cost,-0.1790988888845361,11296
1,4,health,items,-0.11623377427552103,11296
1,4,health,quantity,-0.1397486954172996,11296
1,4,health,act_cost,-0.1263612430813056,11296
1,4,health,net_ingredient_cost,-0.1270812338946564,11296
1,4,IMD,items,-0.114575019181183,11296
1,4,IMD,quantity,-0.14396092969596952,11296
1,4,IMD,act_cost,-0.1342060121664783,11296
1,4,IMD,net_ingredient_cost,-0.13461066457912335,11296
1,4,children,items,-0.16901714646518956,11296
1,4,children,quantity,-0.18990431187791404,11296
1,4,children,act_cost,-0.1763693867940842,11296
1,4,children,net_ingredient_cost,-0.17686393437562664,11296
1,4,employment,items,-0.11116143533070298,11296
1,4,employment,quantity,-0.13779828934176935,11296
1,4,employment,act_cost,-0.12926384164408344,11296
1,4,employment,net_ingredient_cost,-0.12993300787312856,11296
1,4,environment,items,-0.020075311695645418,11224
1,4,environment,quantity,-0.042505641798190275,11224
1,4,environment,act_cost,-0.040071693006864556,11224
1,4,environment,net_ingredient_cost,-0.03995400469887816,11224
1,4,living,items,0.09883391045120704,11296
1,4,living,quantity,0.07562952853337833,11296
1,4,living,act_cost,0.07026022819140532,11296
1,4,living,net_ingredient_cost,0.07070516238053015,11296
1,8,crime,items,-0.2457871711644079,803
1,8,crime,quantity,-0.25166928171182096,803
1,8,crime,act_cost,-0.25114155089962237,803
1,8,crime,net_ingredient_cost,-0.248880690298198,803
1,8,education,items,-0.19740478023616448,803
1,8,education,quantity,-0.19714878315113102,803
1,8,education,act_cost,-0.201338675907032,803
1,8,education,net_ingredient_cost,-0.19648510636073732,803
1,8,housing,items,0.07411243205923004,803
1,8,housing,quantity,0.08282757057236943,803
1,8,housing,act_cost,0.08151916524793146,803
1,8,housing,net_ingredient_cost,0.08421949742994775,803
1,8,income,items,-0.19936298407326347,803
1,8,income,quantity,-0.19268837009590725,803
1,8,income,act_cost,-0.19827719410472616,803
1,8,income,net_ingredient_cost,-0.1907702523641093,803
1,8,health,items,-0.20352446618316167,803
1,8,health,quantity,-0.19368455039026938,803
1,8,health,act_cost,-0.20435695738014342,803
1,8,health,net_ingredient_cost,-0.1899518419148859,803
1,8,IMD,items,-0.18225328622427217,803
1,8,IMD,quantity,-0.17723289325906488,803
1,8,IMD,act_cost,-0.18297132794995596,803
1,8,IMD,net_ingredient_cost,-0.17456154698311657,803
1,8,children,items,-0.22127015963974497,803
1,8,children,quantity,-0.2163288273192312,803
1,8,children,act_cost,-0.21978852536393997,803
1,8,children,net_ingredient_cost,-0.2138128842561852,803
1,8,employment,items,-0.18782519491912758,803
1,8,employment,quantity,-0.18267679791830024,803
1,8,employment,act_cost,-0.18728206360707378,803
1,8,employment,net_ingredient_cost,-0.1792638382676251,803
1,8,environment,items,-0.10235290745738118,799
1,8,environment,quantity,-0.09915699700484559,799
1,8,environment,act_cost,-0.1072526645780583,799
1,8,environment,net_ingredient_cost,-0.09782420337086452,799
1,8,living,items,0.0393560228296381,803
1,8,living,quantity,0.04620780516175804,803
1,8,living,act_cost,0.03558352154251797,803
1,8,living,net_ingredient_cost,0.04867401172233711,803
1,7,crime,items,-0.23582784605913265,11292
1,7,crime,quantity,-0.23300451579823261,11292
1,7,crime,act_cost,-0.11898002251729074,11292
1,7,crime,net_ingredient_cost,-0.118709307029837,11292
1,7,education,items,-0.11774096552288382,11292
1,7,education,quantity,-0.11270664564519407,11292
1,7,education,act_cost,-0.08870532601136186,11292
1,7,education,net_ingredient_cost,-0.08861274192064215,11292
1,7,housing,items,0.13413167871796985,11292
1,7,housing,quantity,0.1264725940234922,11292
1,7,housing,act_cost,0.08028884444649177,11292
1,7,housing,net_ingredient_cost,0.0801803864470021,11292
1,7,income,items,-0.14782381647190293,11292
1,7,income,quantity,-0.14244986147479852,11292
1,7,income,act_cost,-0.08700407153763548,11292
1,7,income,net_ingredient_cost,-0.08685722486211762,11292
1,7,health,items,-0.1378220641105303,11292
1,7,health,quantity,-0.12972795040402016,11292
1,7,health,act_cost,-0.0853373049028338,11292
1,7,health,net_ingredient_cost,-0.08521575872085739,11292
1,7,IMD,items,-0.11254577720840801,11292
1,7,IMD,quantity,-0.10779242321799391,11292
1,7,IMD,act_cost,-0.07566640313759283,11292
1,7,IMD,net_ingredient_cost,-0.07556275900890759,11292
1,7,children,items,-0.15095089827848934,11292
1,7,children,quantity,-0.14576223979046082,11292
1,7,children,act_cost,-0.09196206337129634,11292
1,7,children,net_ingredient_cost,-0.09180483001769826,11292
1,7,employment,items,-0.12932243251682082,11292
1,7,employment,quantity,-0.1236015600035527,11292
1,7,employment,act_cost,-0.09103639717273028,11292
1,7,employment,net_ingredient_cost,-0.0909202758631551,11292
1,7,environment,items,0.004245693014598984,11220
1,7,environment,quantity,0.008466209591474686,11220
1,7,environment,act_cost,0.016713739810902285,11220
1,7,environment,net_ingredient_cost,0.01672590766260575,11220
1,7,living,items,0.10573068520203256,11292
1,7,living,quantity,0.11112989478752558,11292
1,7,living,act_cost,0.07884349029241003,11292
1,7,living,net_ingredient_cost,0.07872636769723221,11292
1,2,crime,items,-0.28862440100925396,11293
1,2,crime,quantity,-0.30313982260919703,11293
1,2,crime,act_cost,-0.25486558098181994,11293
1,2,crime,net_ingredient_cost,-0.2551320838429199,11293
1,2,education,items,-0.06367567358067681,11293
1,2,education,quantity,-0.06495739122284096,11293
1,2,education,act_cost,-0.08064156614054988,11293
1,2,education,net_ingredient_cost,-0.08091471052512134,11293
1,2,housing,items,0.09135143276651582,11293
1,2,housing,quantity,0.08663658606149327,11293
1,2,housing,act_cost,0.06366560048166191,11293
1,2,housing,net_ingredient_cost,0.0640297165232439,11293
1,2,income,items,-0.13140331645320258,11293
1,2,income,quantity,-0.14794515420031848,11293
1,2,income,act_cost,-0.14320816318894225,11293
1,2,income,net_ingredient_cost,-0.14353339271077148,11293
1,2,health,items,-0.06719982744161311,11293
1,2,health,quantity,-0.07721586218960719,11293
1,2,health,act_cost,-0.09898023316961284,11293
1,2,health,net_ingredient_cost,-0.09938954484442578,11293
1,2,IMD,items,-0.072996636456758,11293
1,2,IMD,quantity,-0.08541010632935316,11293
1,2,IMD,act_cost,-0.10130669531260378,11293
1,2,IMD,net_ingredient_cost,-0.10162189503031659,11293
1,2,children,items,-0.1277716943304384,11293
1,2,children,quantity,-0.14315694249774336,11293
1,2,children,act_cost,-0.14110603950682518,11293
1,2,children,net_ingredient_cost,-0.1414434680682712,11293
1,2,employment,items,-0.06388009595426858,11293
1,2,employment,quantity,-0.07496606048547355,11293
1,2,employment,act_cost,-0.08958272553990941,11293
1,2,employment,net_ingredient_cost,-0.0900272099579087,11293
1,2,environment,items,-0.014060076404059419,11221
1,2,environment,quantity,-0.024870313659579205,11221
1,2,environment,act_cost,-0.0380439825681322,11221
1,2,environment,net_ingredient_cost,-0.03802650782531542,11221
1,2,living,items,0.10812792033927585,11293
1,2,living,quantity,0.098174157728065,11293
1,2,living,act_cost,0.044907200056458305,11293
1,2,living,net_ingredient_cost,0.04504333793255224,11293
3,1,crime,items,-0.248024014676493,11301
3,1,crime,quantity,-0.2617073966284883,11301
3,1,crime,act_cost,-0.30204349720214,11301
3,1,crime,net_ingredient_cost,-0.3023011754996093,11301
3,1,education,items,-0.06454940087828476,11301
3,1,education,quantity,-0.03563159375399939,11301
3,1,education,act_cost,-0.07117796411819283,11301
3,1,education,net_ingredient_cost,-0.07125594875206256,11301
3,1,housing,items,0.09185668994892172,11301
3,1,housing,quantity,0.04590005129170321,11301
3,1,housing,act_cost,0.0620393867299659,11301
3,1,housing,net_ingredient_cost,0.062151699842046576,11301
3,1,income,items,-0.11871158628434879,11301
3,1,income,quantity,-0.10888042375614465,11301
3,1,income,act_cost,-0.15240472799606247,11301
3,1,income,net_ingredient_cost,-0.15253907812054607,11301
3,1,health,items,-0.0773754003089598,11301
3,1,health,quantity,-0.052623118927473574,11301
3,1,health,act_cost,-0.09002089004048708,11301
3,1,health,net_ingredient_cost,-0.09011864110572566,11301
3,1,IMD,items,-0.07152025180112791,11301
3,1,IMD,quantity,-0.05595714122076982,11301
3,1,IMD,act_cost,-0.09698025646056957,11301
3,1,IMD,net_ingredient_cost,-0.09707779851142852,11301
3,1,children,items,-0.11589681280069922,11301
3,1,children,quantity,-0.10194924391106333,11301
3,1,children,act_cost,-0.14733995759191082,11301
3,1,children,net_ingredient_cost,-0.14750422338242852,11301
3,1,employment,items,-0.07012342261506806,11301
3,1,employment,quantity,-0.03474637109033394,11301
3,1,employment,act_cost,-0.0809903425298076,11301
3,1,employment,net_ingredient_cost,-0.08108634688285228,11301
3,1,environment,items,-0.002306818132376226,11229
3,1,environment,quantity,-0.026333754147391076,11229
3,1,environment,act_cost,-0.035637155717941064,11229
3,1,environment,net_ingredient_cost,-0.03565543591840836,11229
3,1,living,items,0.0957624551713542,11301
3,1,living,quantity,0.06214323335937262,11301
3,1,living,act_cost,0.07001558906808296,11301
3,1,living,net_ingredient_cost,0.0700869140043529,11301
3,6,crime,items,-0.5405150079417144,4
3,6,crime,quantity,0.13354763677904563,4
3,6,crime,act_cost,-0.35408542763471645,4
3,6,crime,net_ingredient_cost,-0.35713897276611367,4
3,6,education,items,0.9953927091638024,4
3,6,education,quantity,-0.5540608704732677,4
3,6,education,act_cost,0.5921380931313139,4
3,6,education,net_ingredient_cost,0.5939431841301674,4
3,6,housing,items,-0.39961503292982103,4
3,6,housing,quantity,0.41403427092648337,4
3,6,housing,act_cost,-0.20045509467447836,4
3,6,housing,net_ingredient_cost,-0.19880553219695546,4
3,6,income,items,0.929192939878392,4
3,6,income,quantity,-0.4517528779150638,4
3,6,income,act_cost,0.5654896579843052,4
3,6,income,net_ingredient_cost,0.5679858584382378,4
3,6,health,items,0.9704981264358706,4
3,6,health,quantity,-0.502718759858639,4
3,6,health,act_cost,0.5846199991034,4
3,6,health,net_ingredient_cost,0.5868444524389972,4
3,6,IMD,items,0.9440639591042473,4
3,6,IMD,quantity,-0.46862136354822737,4
3,6,IMD,act_cost,0.5726651134904799,4
3,6,IMD,net_ingredient_cost,0.5750818253154061,4
3,6,children,items,0.9302712214918495,4
3,6,children,quantity,-0.599898426966845,4
3,6,children,act_cost,0.537432334007691,4
3,6,children,net_ingredient_cost,0.5381021421366078,4
3,6,employment,items,0.9946794949816369,4
3,6,employment,quantity,-0.5508263746861336,4
3,6,employment,act_cost,0.5922657344325238,4
3,6,employment,net_ingredient_cost,0.5941046937301679,4
3,6,environment,items,-0.9364918438243853,4
3,6,environment,quantity,0.5999898001749956,4
3,6,environment,act_cost,-0.541788573373082,4
3,6,environment,net_ingredient_cost,-0.5425114371850934,4
3,6,living,items,0.03079694939669127,4
3,6,living,quantity,0.18759573901413243,4
3,6,living,act_cost,0.05814368128939198,4
3,6,living,net_ingredient_cost,0.0607365969509301,4
3,3,crime,items,-0.30082488644716837,11287
3,3,crime,quantity,-0.30445074602596084,11287
3,3,crime,act_cost,-0.18815631211796077,11287
3,3,crime,net_ingredient_cost,-0.18803046021289874,11287
3,3,education,items,-0.07747233241667555,11287
3,3,education,quantity,-0.11426308140038097,11287
3,3,education,act_cost,-0.07234668508818985,11287
3,3,education,net_ingredient_cost,-0.0723508027341446,11287
3,3,housing,items,0.09272118685185551,11287
3,3,housing,quantity,0.07669329149757288,11287
3,3,housing,act_cost,0.057267969502011455,11287
3,3,housing,net_ingredient_cost,0.0573048602386103,11287
3,3,income,items,-0.15512138133722006,11287
3,3,income,quantity,-0.1857395211786204,11287
3,3,income,act_cost,-0.1128246214768916,11287
3,3,income,net_ingredient_cost,-0.11280389579561767,11287
3,3,health,items,-0.10681728572974866,11287
3,3,health,quantity,-0.1497233291440939,11287
3,3,health,act_cost,-0.08898848297406665,11287
3,3,health,net_ingredient_cost,-0.08901182991736468,11287
3,3,IMD,items,-0.10514939131050854,11287
3,3,IMD,quantity,-0.14456792191034937,11287
3,3,IMD,act_cost,-0.08504653247118703,11287
3,3,IMD,net_ingredient_cost,-0.08504208340958096,11287
3,3,children,items,-0.15439347226299877,11287
3,3,children,quantity,-0.18872962207518254,11287
3,3,children,act_cost,-0.11148183463974275,11287
3,3,children,net_ingredient_cost,-0.11147752647823128,11287
3,3,employment,items,-0.09912512739625778,11287
3,3,employment,quantity,-0.141386726665772,11287
3,3,employment,act_cost,-0.08528389934525438,11287
3,3,employment,net_ingredient_cost,-0.08531106298322945,11287
3,3,environment,items,-0.03588710919497279,11215
3,3,environment,quantity,-0.04888288954007057,11215
3,3,environment,act_cost,-0.018551792016036434,11215
3,3,environment,net_ingredient_cost,-0.018512265392697305,11215
3,3,living,items,0.07670442136317494,11287
3,3,living,quantity,0.05983155102864569,11287
3,3,living,act_cost,0.05153037444840713,11287
3,3,living,net_ingredient_cost,0.05153906934343929,11287
3,5,crime,items,nan,1
3,5,crime,quantity,nan,1
3,5,crime,act_cost,nan,1
3,5,crime,net_ingredient_cost,nan,1
3,5,education,items,nan,1
3,5,education,quantity,nan,1
3,5,education,act_cost,nan,1
3,5,education,net_ingredient_cost,nan,1
3,5,housing,items,nan,1
3,5,housing,quantity,nan,1
3,5,housing,act_cost,nan,1
3,5,housing,net_ingredient_cost,nan,1
3,5,income,items,nan,1
3,5,income,quantity,nan,1
3,5,income,act_cost,nan,1
3,5,income,net_ingredient_cost,nan,1
3,5,health,items,nan,1
3,5,health,quantity,nan,1
3,5,health,act_cost,nan,1
3,5,health,net_ingredient_cost,nan,1
3,5,IMD,items,nan,1
3,5,IMD,quantity,nan,1
3,5,IMD,act_cost,nan,1
3,5,IMD,net_ingredient_cost,nan,1
3,5,children,items,nan,1
3,5,children,quantity,nan,1
3,5,children,act_cost,nan,1
3,5,children,net_ingredient_cost,nan,1
3,5,employment,items,nan,1
3,5,employment,quantity,nan,1
3,5,employment,act_cost,nan,1
3,5,employment,net_ingredient_cost,nan,1
3,5,environment,items,nan,1
3,5,environment,quantity,nan,1
3,5,environment,act_cost,nan,1
3,5,environment,net_ingredient_cost,nan,1
3,5,living,items,nan,1
3,5,living,quantity,nan,1
3,5,living,act_cost,nan,1
3,5,living,net_ingredient_cost,nan,1
3,9,crime,items,-0.1299551232810543,11284
3,9,crime,quantity,-0.17281734326154793,11284
3,9,crime,act_cost,-0.04439856253875713,11284
3,9,crime,net_ingredient_cost,-0.044785385733217276,11284
3,9,education,items,-0.02028566902991131,11284
3,9,education,quantity,-0.04097350040342149,11284
3,9,education,act_cost,-0.012909328052629702,11284
3,9,education,net_ingredient_cost,-0.013401314735351826,11284
3,9,housing,items,0.13055365742944885,11284
3,9,housing,quantity,0.12330860160297069,11284
3,9,housing,act_cost,0.020358912459158367,11284
3,9,housing,net_ingredient_cost,0.020097152983154176,11284
3,9,income,items,-0.008543694377056167,11284
3,9,income,quantity,-0.04546481368892961,11284
3,9,income,act_cost,-0.020719136920929606,11284
3,9,income,net_ingredient_cost,-0.021562967680403482,11284
3,9,health,items,-0.01972326882131853,11284
3,9,health,quantity,-0.044111862826241494,11284
3,9,health,act_cost,-0.019706053614527996,11284
3,9,health,net_ingredient_cost,-0.020280297189901507,11284
3,9,IMD,items,0.016983602566973996,11284
3,9,IMD,quantity,-0.014204848766619446,11284
3,9,IMD,act_cost,-0.014646083754364065,11284
3,9,IMD,net_ingredient_cost,-0.015429570261953374,11284
3,9,children,items,-0.03811572641280266,11284
3,9,children,quantity,-0.07097727480149202,11284
3,9,children,act_cost,-0.02259552277262433,11284
3,9,children,net_ingredient_cost,-0.023274049327303818,11284
3,9,employment,items,-0.005792536029654507,11284
3,9,employment,quantity,-0.030625987705866015,11284
3,9,employment,act_cost,-0.018350837460054358,11284
3,9,employment,net_ingredient_cost,-0.019074684231693558,11284
3,9,environment,items,0.12071510061564115,11212
3,9,environment,quantity,0.09282219246991637,11212
3,9,environment,act_cost,0.010690233890744383,11212
3,9,environment,net_ingredient_cost,0.009916060761226019,11212
3,9,living,items,0.17750526098741454,11284
3,9,living,quantity,0.1622005850977176,11284
3,9,living,act_cost,0.022243832145524257,11284
3,9,living,net_ingredient_cost,0.021624653179155188,11284
3,4,crime,items,-0.30214162161933455,11302
3,4,crime,quantity,-0.2756909865794684,11302
3,4,crime,act_cost,-0.20798817628135693,11302
3,4,crime,net_ingredient_cost,-0.20768081968896326,11302
3,4,education,items,-0.10194657282085787,11302
3,4,education,quantity,-0.11794638118145163,11302
3,4,education,act_cost,-0.1241760276684624,11302
3,4,education,net_ingredient_cost,-0.12445613335582888,11302
3,4,housing,items,0.11458959011601626,11302
3,4,housing,quantity,0.11073559568175431,11302
3,4,housing,act_cost,0.07397932018642776,11302
3,4,housing,net_ingredient_cost,0.07442500246400732,11302
3,4,income,items,-0.1659051370020973,11302
3,4,income,quantity,-0.16202416239922204,11302
3,4,income,act_cost,-0.15407330404860325,11302
3,4,income,net_ingredient_cost,-0.1542433165573595,11302
3,4,health,items,-0.1226840255116052,11302
3,4,health,quantity,-0.13760373924761207,11302
3,4,health,act_cost,-0.15138397848443874,11302
3,4,health,net_ingredient_cost,-0.15189498726741482,11302
3,4,IMD,items,-0.11792548676847472,11302
3,4,IMD,quantity,-0.12720878488899517,11302
