bnf_sec,bnf_sub_sec,imd_cat,prescribe_col,corr
2,Beta-Adrenoceptor Blocking Drugs,children,net_ingredient_cost,-0.22687406988294084
2,Beta-Adrenoceptor Blocking Drugs,employment,items,-0.1369938105043961
2,Beta-Adrenoceptor Blocking Drugs,employment,quantity,-0.1669405081592183
2,Beta-Adrenoceptor Blocking Drugs,employment,act_cost,-0.16310104207155948
2,Beta-Adrenoceptor Blocking Drugs,employment,net_ingredient_cost,-0.1643126317086521
2,Beta-Adrenoceptor Blocking Drugs,environment,items,-0.07686292005572105
2,Beta-Adrenoceptor Blocking Drugs,environment,quantity,-0.08698731386570195
2,Beta-Adrenoceptor Blocking Drugs,environment,act_cost,-0.07616022768708591
2,Beta-Adrenoceptor Blocking Drugs,environment,net_ingredient_cost,-0.07571660433226486
2,Beta-Adrenoceptor Blocking Drugs,living,items,0.046854648633758864
2,Beta-Adrenoceptor Blocking Drugs,living,quantity,0.02355912459460247
2,Beta-Adrenoceptor Blocking Drugs,living,act_cost,0.032468619501438936
2,Beta-Adrenoceptor Blocking Drugs,living,net_ingredient_cost,0.033413165779365914
2,Hypertension and Heart Failure,crime,items,-0.37122210108153025
2,Hypertension and Heart Failure,crime,quantity,-0.3590982797471362
2,Hypertension and Heart Failure,crime,act_cost,-0.30525507591299206
2,Hypertension and Heart Failure,crime,net_ingredient_cost,-0.3049308516068184
2,Hypertension and Heart Failure,education,items,-0.1279275316925128
2,Hypertension and Heart Failure,education,quantity,-0.15636204919724525
2,Hypertension and Heart Failure,education,act_cost,-0.1474639580567365
2,Hypertension and Heart Failure,education,net_ingredient_cost,-0.14750658745736372
2,Hypertension and Heart Failure,housing,items,0.11274388671394324
2,Hypertension and Heart Failure,housing,quantity,0.07858641228817093
2,Hypertension and Heart Failure,housing,act_cost,0.10212413548313828
2,Hypertension and Heart Failure,housing,net_ingredient_cost,0.10264615018255265
2,Hypertension and Heart Failure,income,items,-0.22100540950579625
2,Hypertension and Heart Failure,income,quantity,-0.24179352600857287
2,Hypertension and Heart Failure,income,act_cost,-0.2112296895383041
2,Hypertension and Heart Failure,income,net_ingredient_cost,-0.21135596655556446
2,Hypertension and Heart Failure,health,items,-0.1640356572809735
2,Hypertension and Heart Failure,health,quantity,-0.1993951157964008
2,Hypertension and Heart Failure,health,act_cost,-0.18269708971056295
2,Hypertension and Heart Failure,health,net_ingredient_cost,-0.18304610220340214
2,Hypertension and Heart Failure,IMD,items,-0.1646318245158316
2,Hypertension and Heart Failure,IMD,quantity,-0.1980041599415801
2,Hypertension and Heart Failure,IMD,act_cost,-0.17410391847388496
2,Hypertension and Heart Failure,IMD,net_ingredient_cost,-0.1741914014448747
2,Hypertension and Heart Failure,children,items,-0.21729469803778076
2,Hypertension and Heart Failure,children,quantity,-0.2388455101116567
2,Hypertension and Heart Failure,children,act_cost,-0.21363611126910706
2,Hypertension and Heart Failure,children,net_ingredient_cost,-0.2138492441162567
2,Hypertension and Heart Failure,employment,items,-0.15527155540999077
2,Hypertension and Heart Failure,employment,quantity,-0.18716231310250092
2,Hypertension and Heart Failure,employment,act_cost,-0.17394099826818804
2,Hypertension and Heart Failure,employment,net_ingredient_cost,-0.1742898787596376
2,Hypertension and Heart Failure,environment,items,-0.06747569793641646
2,Hypertension and Heart Failure,environment,quantity,-0.08240197230513194
2,Hypertension and Heart Failure,environment,act_cost,-0.05035388396069268
2,Hypertension and Heart Failure,environment,net_ingredient_cost,-0.04998951423998281
2,Hypertension and Heart Failure,living,items,0.061490703270839005
2,Hypertension and Heart Failure,living,quantity,0.03240802558664406
2,Hypertension and Heart Failure,living,act_cost,0.05258022808326816
2,Hypertension and Heart Failure,living,net_ingredient_cost,0.052993081424589576
2,Nit Calc Block & Other Antianginal Drugs,crime,items,-0.3306343719332232
2,Nit Calc Block & Other Antianginal Drugs,crime,quantity,-0.3079162374583286
2,Nit Calc Block & Other Antianginal Drugs,crime,act_cost,-0.2906136061084847
2,Nit Calc Block & Other Antianginal Drugs,crime,net_ingredient_cost,-0.2907990868808262
2,Nit Calc Block & Other Antianginal Drugs,education,items,-0.12996038356313422
2,Nit Calc Block & Other Antianginal Drugs,education,quantity,-0.15180127207111485
2,Nit Calc Block & Other Antianginal Drugs,education,act_cost,-0.11488204233560718
2,Nit Calc Block & Other Antianginal Drugs,education,net_ingredient_cost,-0.11487237536587185
2,Nit Calc Block & Other Antianginal Drugs,housing,items,0.14611850832521267
2,Nit Calc Block & Other Antianginal Drugs,housing,quantity,0.11054243782614309
2,Nit Calc Block & Other Antianginal Drugs,housing,act_cost,0.09584554152083
2,Nit Calc Block & Other Antianginal Drugs,housing,net_ingredient_cost,0.09601198778449996
2,Nit Calc Block & Other Antianginal Drugs,income,items,-0.18513712700235382
2,Nit Calc Block & Other Antianginal Drugs,income,quantity,-0.19843677370925353
2,Nit Calc Block & Other Antianginal Drugs,income,act_cost,-0.16489512805260756
2,Nit Calc Block & Other Antianginal Drugs,income,net_ingredient_cost,-0.16521032417397788
2,Nit Calc Block & Other Antianginal Drugs,health,items,-0.15252067533223077
2,Nit Calc Block & Other Antianginal Drugs,health,quantity,-0.18110665410498927
2,Nit Calc Block & Other Antianginal Drugs,health,act_cost,-0.13227489797308534
2,Nit Calc Block & Other Antianginal Drugs,health,net_ingredient_cost,-0.13257089279313933
2,Nit Calc Block & Other Antianginal Drugs,IMD,items,-0.13671324219036174
2,Nit Calc Block & Other Antianginal Drugs,IMD,quantity,-0.16351375099413784
2,Nit Calc Block & Other Antianginal Drugs,IMD,act_cost,-0.12614192199653299
2,Nit Calc Block & Other Antianginal Drugs,IMD,net_ingredient_cost,-0.1263395161381508
2,Nit Calc Block & Other Antianginal Drugs,children,items,-0.18916984927822791
2,Nit Calc Block & Other Antianginal Drugs,children,quantity,-0.20386848474147728
2,Nit Calc Block & Other Antianginal Drugs,children,act_cost,-0.1722093797470643
2,Nit Calc Block & Other Antianginal Drugs,children,net_ingredient_cost,-0.17257118983355077
2,Nit Calc Block & Other Antianginal Drugs,employment,items,-0.14012462920828372
2,Nit Calc Block & Other Antianginal Drugs,employment,quantity,-0.16613809730561338
2,Nit Calc Block & Other Antianginal Drugs,employment,act_cost,-0.12426194479345523
2,Nit Calc Block & Other Antianginal Drugs,employment,net_ingredient_cost,-0.12455148547776834
2,Nit Calc Block & Other Antianginal Drugs,environment,items,-0.01890594405412745
2,Nit Calc Block & Other Antianginal Drugs,environment,quantity,-0.030199008326005628
2,Nit Calc Block & Other Antianginal Drugs,environment,act_cost,-0.011259694400642837
2,Nit Calc Block & Other Antianginal Drugs,environment,net_ingredient_cost,-0.011230830237206363
2,Nit Calc Block & Other Antianginal Drugs,living,items,0.10501577898962319
2,Nit Calc Block & Other Antianginal Drugs,living,quantity,0.07755965042874956
2,Nit Calc Block & Other Antianginal Drugs,living,act_cost,0.09259938113332095
2,Nit Calc Block & Other Antianginal Drugs,living,net_ingredient_cost,0.0927593164817208
2,Sympathomimetics,crime,items,-0.25339472856343065
2,Sympathomimetics,crime,quantity,-0.19231463959691006
2,Sympathomimetics,crime,act_cost,-0.1426054264961865
2,Sympathomimetics,crime,net_ingredient_cost,-0.14186224623028432
2,Sympathomimetics,education,items,-0.12589448236179202
2,Sympathomimetics,education,quantity,-0.10245402918867186
2,Sympathomimetics,education,act_cost,-0.06751336532270226
2,Sympathomimetics,education,net_ingredient_cost,-0.06708959982276147
2,Sympathomimetics,housing,items,0.06846979722630854
2,Sympathomimetics,housing,quantity,0.07079258419145627
2,Sympathomimetics,housing,act_cost,0.06884699182294936
2,Sympathomimetics,housing,net_ingredient_cost,0.06834959945578956
2,Sympathomimetics,income,items,-0.15652273702048208
2,Sympathomimetics,income,quantity,-0.1283270760827548
2,Sympathomimetics,income,act_cost,-0.08528807486878166
2,Sympathomimetics,income,net_ingredient_cost,-0.08471541987693387
2,Sympathomimetics,health,items,-0.1363747229297398
2,Sympathomimetics,health,quantity,-0.12342379191650361
2,Sympathomimetics,health,act_cost,-0.08558873881068071
2,Sympathomimetics,health,net_ingredient_cost,-0.08501384134548459
2,Sympathomimetics,IMD,items,-0.13806715932627306
2,Sympathomimetics,IMD,quantity,-0.10871033886984911
2,Sympathomimetics,IMD,act_cost,-0.06784869550967483
2,Sympathomimetics,IMD,net_ingredient_cost,-0.06734784048080975
2,Sympathomimetics,children,items,-0.16378597793032218
2,Sympathomimetics,children,quantity,-0.1294935341084955
2,Sympathomimetics,children,act_cost,-0.08646645409383849
2,Sympathomimetics,children,net_ingredient_cost,-0.08588405705917623
2,Sympathomimetics,employment,items,-0.1353042527859225
2,Sympathomimetics,employment,quantity,-0.1126198721623672
2,Sympathomimetics,employment,act_cost,-0.0776473368359898
2,Sympathomimetics,employment,net_ingredient_cost,-0.07712609348126936
2,Sympathomimetics,environment,items,-0.07887420805317955
2,Sympathomimetics,environment,quantity,-0.040335924432130785
2,Sympathomimetics,environment,act_cost,-0.028693603511366645
2,Sympathomimetics,environment,net_ingredient_cost,-0.02833784548889368
2,Sympathomimetics,living,items,0.0007758036953540412
2,Sympathomimetics,living,quantity,0.033045094806992546
2,Sympathomimetics,living,act_cost,0.04321116354724925
2,Sympathomimetics,living,net_ingredient_cost,0.043351266535670965
2,Anticoagulants And Protamine,crime,items,-0.3770722555565017
2,Anticoagulants And Protamine,crime,quantity,-0.3544218226180996
2,Anticoagulants And Protamine,crime,act_cost,-0.3122621116554375
2,Anticoagulants And Protamine,crime,net_ingredient_cost,-0.31243353284006176
2,Anticoagulants And Protamine,education,items,-0.13381793480128018
2,Anticoagulants And Protamine,education,quantity,-0.13996326881667678
2,Anticoagulants And Protamine,education,act_cost,-0.135900330949806
2,Anticoagulants And Protamine,education,net_ingredient_cost,-0.13599667729319698
2,Anticoagulants And Protamine,housing,items,0.10500449539056379
2,Anticoagulants And Protamine,housing,quantity,0.047796556408005335
2,Anticoagulants And Protamine,housing,act_cost,0.06492561231319786
2,Anticoagulants And Protamine,housing,net_ingredient_cost,0.06521785442788455
2,Anticoagulants And Protamine,income,items,-0.23776812296511562
2,Anticoagulants And Protamine,income,quantity,-0.24392817835043526
2,Anticoagulants And Protamine,income,act_cost,-0.21115844816132368
2,Anticoagulants And Protamine,income,net_ingredient_cost,-0.21123216939385503
2,Anticoagulants And Protamine,health,items,-0.1912881523718734
2,Anticoagulants And Protamine,health,quantity,-0.19344285449887627
2,Anticoagulants And Protamine,health,act_cost,-0.1705992275015385
2,Anticoagulants And Protamine,health,net_ingredient_cost,-0.1706921446306325
2,Anticoagulants And Protamine,IMD,items,-0.1834249240737256
2,Anticoagulants And Protamine,IMD,quantity,-0.19715139998257228
2,Anticoagulants And Protamine,IMD,act_cost,-0.17183707249095378
2,Anticoagulants And Protamine,IMD,net_ingredient_cost,-0.17188566034005753
2,Anticoagulants And Protamine,children,items,-0.23564923519999945
2,Anticoagulants And Protamine,children,quantity,-0.24125963928282873
2,Anticoagulants And Protamine,children,act_cost,-0.21197825395905984
2,Anticoagulants And Protamine,children,net_ingredient_cost,-0.2120890883576307
2,Anticoagulants And Protamine,employment,items,-0.17701440336437682
2,Anticoagulants And Protamine,employment,quantity,-0.18221574062767937
2,Anticoagulants And Protamine,employment,act_cost,-0.1616349433971893
2,Anticoagulants And Protamine,employment,net_ingredient_cost,-0.1617437804636989
2,Anticoagulants And Protamine,environment,items,-0.06190259487753314
2,Anticoagulants And Protamine,environment,quantity,-0.07667647830535512
2,Anticoagulants And Protamine,environment,act_cost,-0.06655243755132118
2,Anticoagulants And Protamine,environment,net_ingredient_cost,-0.06645577268418065
2,Anticoagulants And Protamine,living,items,0.056873885266215014
2,Anticoagulants And Protamine,living,quantity,0.0303061309115868
2,Anticoagulants And Protamine,living,act_cost,0.03164385515858361
2,Anticoagulants And Protamine,living,net_ingredient_cost,0.03186133318984742
2,Antiplatelet Drugs,crime,items,-0.3540883048728087
2,Antiplatelet Drugs,crime,quantity,-0.3677734939967071
2,Antiplatelet Drugs,crime,act_cost,-0.34597250132128965
2,Antiplatelet Drugs,crime,net_ingredient_cost,-0.34683862093380213
2,Antiplatelet Drugs,education,items,-0.10291346617640158
2,Antiplatelet Drugs,education,quantity,-0.12480549594596956
2,Antiplatelet Drugs,education,act_cost,-0.10622597886264981
2,Antiplatelet Drugs,education,net_ingredient_cost,-0.10638153000253102
2,Antiplatelet Drugs,housing,items,0.10457701326807606
2,Antiplatelet Drugs,housing,quantity,0.07833170833454721
2,Antiplatelet Drugs,housing,act_cost,0.054187076574406565
2,Antiplatelet Drugs,housing,net_ingredient_cost,0.05535615041118247
2,Antiplatelet Drugs,income,items,-0.18937625171301636
2,Antiplatelet Drugs,income,quantity,-0.22183219427881581
2,Antiplatelet Drugs,income,act_cost,-0.19709156189446794
2,Antiplatelet Drugs,income,net_ingredient_cost,-0.19807424686748315
2,Antiplatelet Drugs,health,items,-0.1272116362695195
2,Antiplatelet Drugs,health,quantity,-0.16566117787332607
2,Antiplatelet Drugs,health,act_cost,-0.12955546699813544
2,Antiplatelet Drugs,health,net_ingredient_cost,-0.13058772964612028
2,Antiplatelet Drugs,IMD,items,-0.13147271932412508
2,Antiplatelet Drugs,IMD,quantity,-0.16763289149125293
2,Antiplatelet Drugs,IMD,act_cost,-0.14216832155597608
2,Antiplatelet Drugs,IMD,net_ingredient_cost,-0.14269509120487223
2,Antiplatelet Drugs,children,items,-0.18666808304848598
2,Antiplatelet Drugs,children,quantity,-0.21888723438101731
2,Antiplatelet Drugs,children,act_cost,-0.19287802550063046
2,Antiplatelet Drugs,children,net_ingredient_cost,-0.19405119220510694
2,Antiplatelet Drugs,employment,items,-0.11629443705700056
2,Antiplatelet Drugs,employment,quantity,-0.150262802608031
2,Antiplatelet Drugs,employment,act_cost,-0.11955629946283801
2,Antiplatelet Drugs,employment,net_ingredient_cost,-0.12052929353970547
2,Antiplatelet Drugs,environment,items,-0.04177664370773597
2,Antiplatelet Drugs,environment,quantity,-0.06229643842932941
2,Antiplatelet Drugs,environment,act_cost,-0.05083444852224684
2,Antiplatelet Drugs,environment,net_ingredient_cost,-0.050425251122255085
2,Antiplatelet Drugs,living,items,0.07543747659446483
2,Antiplatelet Drugs,living,quantity,0.050801154820812176
2,Antiplatelet Drugs,living,act_cost,0.052973351125784364
2,Antiplatelet Drugs,living,net_ingredient_cost,0.054141112058664016
2,Stable Angina Acute/Crnry Synd&Fibrin,crime,items,-0.5615821753084115
2,Stable Angina Acute/Crnry Synd&Fibrin,crime,quantity,-0.5445907445968494
2,Stable Angina Acute/Crnry Synd&Fibrin,crime,act_cost,-0.5180171778670358
2,Stable Angina Acute/Crnry Synd&Fibrin,crime,net_ingredient_cost,-0.5159080821155546
2,Stable Angina Acute/Crnry Synd&Fibrin,education,items,-0.099794004768205
2,Stable Angina Acute/Crnry Synd&Fibrin,education,quantity,-0.08393794709121626
2,Stable Angina Acute/Crnry Synd&Fibrin,education,act_cost,-0.07980647917447417
2,Stable Angina Acute/Crnry Synd&Fibrin,education,net_ingredient_cost,-0.0856183974952925
2,Stable Angina Acute/Crnry Synd&Fibrin,housing,items,0.9505227108050689
2,Stable Angina Acute/Crnry Synd&Fibrin,housing,quantity,0.6714565864617996
2,Stable Angina Acute/Crnry Synd&Fibrin,housing,act_cost,0.6687888378321328
2,Stable Angina Acute/Crnry Synd&Fibrin,housing,net_ingredient_cost,0.6726265489508881
2,Stable Angina Acute/Crnry Synd&Fibrin,income,items,0.0320944402575604
2,Stable Angina Acute/Crnry Synd&Fibrin,income,quantity,-0.15846089200489957
2,Stable Angina Acute/Crnry Synd&Fibrin,income,act_cost,-0.1271144458920196
2,Stable Angina Acute/Crnry Synd&Fibrin,income,net_ingredient_cost,-0.1246365067253907
2,Stable Angina Acute/Crnry Synd&Fibrin,health,items,-0.013705176559471934
2,Stable Angina Acute/Crnry Synd&Fibrin,health,quantity,-0.191565964444827
2,Stable Angina Acute/Crnry Synd&Fibrin,health,act_cost,-0.15969001379757086
2,Stable Angina Acute/Crnry Synd&Fibrin,health,net_ingredient_cost,-0.15838183203594952
2,Stable Angina Acute/Crnry Synd&Fibrin,IMD,items,0.6835876620927507
2,Stable Angina Acute/Crnry Synd&Fibrin,IMD,quantity,0.38378382925418886
2,Stable Angina Acute/Crnry Synd&Fibrin,IMD,act_cost,0.39909189274766715
2,Stable Angina Acute/Crnry Synd&Fibrin,IMD,net_ingredient_cost,0.4030413391357462
2,Stable Angina Acute/Crnry Synd&Fibrin,children,items,0.08693848095923973
2,Stable Angina Acute/Crnry Synd&Fibrin,children,quantity,-0.11670722355608941
2,Stable Angina Acute/Crnry Synd&Fibrin,children,act_cost,-0.08597269613010841
2,Stable Angina Acute/Crnry Synd&Fibrin,children,net_ingredient_cost,-0.08355011662361986
2,Stable Angina Acute/Crnry Synd&Fibrin,employment,items,0.045524200312272695
2,Stable Angina Acute/Crnry Synd&Fibrin,employment,quantity,-0.13759078684575057
2,Stable Angina Acute/Crnry Synd&Fibrin,employment,act_cost,-0.1087113694642953
2,Stable Angina Acute/Crnry Synd&Fibrin,employment,net_ingredient_cost,-0.10465835474536726
2,Stable Angina Acute/Crnry Synd&Fibrin,environment,items,0.4160581774008906
2,Stable Angina Acute/Crnry Synd&Fibrin,environment,quantity,0.1478093986438034
2,Stable Angina Acute/Crnry Synd&Fibrin,environment,act_cost,0.17208566858220686
2,Stable Angina Acute/Crnry Synd&Fibrin,environment,net_ingredient_cost,0.1753359218194501
2,Stable Angina Acute/Crnry Synd&Fibrin,living,items,0.5945862976974694
2,Stable Angina Acute/Crnry Synd&Fibrin,living,quantity,0.30249730096563854
2,Stable Angina Acute/Crnry Synd&Fibrin,living,act_cost,0.3213034950839107
2,Stable Angina Acute/Crnry Synd&Fibrin,living,net_ingredient_cost,0.3249401415164597
2,Antifibrinolytic Drugs & Haemostatics,crime,items,-0.2639791385373031
2,Antifibrinolytic Drugs & Haemostatics,crime,quantity,-0.2528180809800509
2,Antifibrinolytic Drugs & Haemostatics,crime,act_cost,-0.23606271083606067
